name,summary,currency,sector,industry_group,industry,exchange,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi
Masimo Corporation,"Masimo Corporation develops, manufactures, and markets noninvasive monitoring technologies and hospital automation solutions worldwide. The company offers masimo signal extraction technology (SET) pulse oximetry with measure-through motion and low perfusion pulse oximetry monitoring to address the primary limitations of conventional pulse oximetry. It also provides Masimo rainbow SET platform that includes rainbow SET Pulse CO-Oximetry products that noninvasively monitor hemoglobin species, including oxygen saturation, pulse rate, perfusion index, pleth variability index, and respiration rate from the pleth; noninvasively monitor hemoglobin concentration, and carboxyhemoglobin and methemoglobin; monitor arterial oxygen saturation and acoustic respiration rate; and calculates oxygen content and oxygen reserve index. The company offers SedLine brain function monitoring technology to measure the brain's electrical activity by detecting EEG signals; capnography and gas monitoring products comprising external plug-in-and-measure capnography and gas analyzers, integrated modules, handheld capnograph and capnometer devices, and capnography sampling lines; O3 regional oximetry for tissue oxygen saturation measurement; and hemodynamic monitoring solutions. Its Masimo Hospital Automation platform includes Patient SafetyNet, Patient SafetyNet surveillance, Kite, UniView, Replica, UniView : 60, and MyView. The company offers coronavirus-2019 response and telehealth solutions; connectivity devices; and nasal high flow ventilation and neuromodulation solutions. The company provides its products through direct sales force, distributors, and original equipment manufacturers partners to hospitals, emergency medical service and home care providers, physician offices, long term care facilities, veterinarians, and consumers; and non-medical/consumer products through e-commerce site, masimopersonalhealth.com. Incorporated in 1989, the company is headquartered in Irvine, California.",USD,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,NMS,NASDAQ Global Select,United States,CA,Irvine,92618,http://www.masimo.com,Mid Cap,US5747951003,574795100,BBG000C3WB54,BBG000C3W281,BBG001S71GQ6
"Mattel, Inc.","Mattel, Inc., a children's entertainment company, designs and produces toys and consumer products worldwide. The company operates through North America, International, and American Girl segments. It offers dolls and accessories, as well as content, gaming, and lifestyle products for children under the Barbie, American Girl, Polly Pocket, Spirit, and Enchantimals brands; dolls and books under the American Girl brand name; die-cast vehicles, tracks, playsets, and accessories for kids, adults, and collectors under the Hot Wheels, Matchbox, CARS, and Mario Kart brand names; and infant, toddler, and preschool products comprising content, toys, live events, and other lifestyle products under the Fisher-Price and Thomas & Friends, Power wheels, and Fireman Sam brands. The company also provides action figures, building sets, and games under the Masters of the Universe, MEGA, UNO, Toy Story, Jurassic World, WWE, and Star Wars brands; and licensor partner brands, including Disney, NBCUniversal, WWE, Microsoft, Nickelodeon, Warner Bros, and Sanrio. It sells its products directly to consumers through its catalog, website, and proprietary retail stores; retailers, including discount and free-standing toy stores, chain stores, department stores, and other retail outlets; and wholesalers, as well as through agents and distributors. Mattel, Inc. was founded in 1945 and is headquartered in El Segundo, California.",USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NMS,NASDAQ Global Select,United States,CA,El Segundo,90245-5012,http://www.mattel.com,Mid Cap,US5770811025,577081102,BBG000BNP6W0,BBG000BNNYW1,BBG001S5SZF1
"Matson, Inc.","Matson, Inc., together with its subsidiaries, provides ocean transportation and logistics services. The company's Ocean Transportation segment offers ocean freight transportation services to the domestic non-contiguous economies of Hawaii, Alaska, and Guam, as well as to other island economies in Micronesia. It primarily transports dry containers of mixed commodities, refrigerated commodities, packaged foods and beverages, building materials, automobiles, and household goods; livestock; seafood; general sustenance cargo; and garments, footwear, e-commerce, and other retail merchandise. This segment also operates an expedited service from China to Long Beach, California, and various islands in the South Pacific, as well as Okinawa, Japan; and provides container stevedoring, refrigerated cargo services, inland transportation, container equipment maintenance, and other terminal services to ocean carriers on the Hawaiian islands of Oahu, Hawaii, Maui, and Kauai, as well as in the Alaska locations of Anchorage, Kodiak, and Dutch Harbor. In addition, the company offers vessel management and container transshipment services. Its Logistics segment provides multimodal transportation brokerage services, including domestic and international rail intermodal, long-haul and regional highway trucking, specialized hauling, flat-bed and project, less-than-truckload, and expedited freight services; less-than-container load consolidation and freight forwarding services; warehousing and distribution services; supply chain management services, and non-vessel operating common carrier (NVOCC) freight forwarding services. The company serves the U.S. military, freight forwarders, retailers, consumer goods, automobile manufacturers, and other customers. The company was formerly known as Alexander & Baldwin Holdings, Inc. and changed its name to Matson, Inc. in June 2012. The company was founded in 1882 and is headquartered in Honolulu, Hawaii.",USD,Industrials,Transportation,Marine,NYQ,New York Stock Exchange,United States,HI,Honolulu,96819,http://www.matson.com,Mid Cap,,,,,
Maxar Technologies Inc.,"Maxar Technologies Inc. provides earth intelligence and space infrastructure solutions in the United States, Asia, South America, Europe, the Middle East, Australia, Canada, and internationally. It operates through Earth Intelligence and Space Infrastructure segments. The Earth Intelligence segment offers earth imagery products, including orthorectified imagery, imagery basemap, 3D and elevation, and information products; and SecureWatch, a subscription offering that provides online access to imagery and geospatial intelligence platform. This segment also offers geospatial information, application, and analytic services. It serves U.S. and other international government agencies, such as defense and intelligence agencies, as well as commercial customers in various markets. The Space Infrastructure segment provides space based infrastructure, robotics, sub-systems, and information solutions, including communication and imaging satellites and payloads; platforms for space exploration and hosting instruments for earth science; space subsystems for power, propulsion, and communication; satellite ground systems and support services; space-based remote sensory solutions; space robotics; and defense systems. This segment serves government agencies and satellite operators. Maxar Technologies Inc. was founded in 1969 and is headquartered in Westminster, Colorado.",USD,Information Technology,Technology Hardware & Equipment,Communications Equipment,NYQ,New York Stock Exchange,United States,CO,Westminster,80234,http://www.maxar.com,Mid Cap,US57778K1051,57778K105,BBG00MT708G9,BBG00MT6CG07,BBG00MT6CG16
Mobile TeleSystems Public Joint Stock Company,"Mobile TeleSystems Public Joint Stock Company provides telecommunication services primarily in Russia. It offers voice and data transmission, internet access, broadband, pay TV, and various value added services through wireless and fixed lines; financial services; and integration services, as well as sells equipment, accessories, and software. The company also provides cloud computing services, data analysis tools, cybersecurity systems, and intelligent IoT solutions for B2B clients; provides My MTS self care app, mobile music, mobile TV, and video-on demand; and owns eSport clubs and MTS online shop. In addition, it offers banking and e-commerce services. The company was founded in 1993 and is headquartered in Moscow, Russia. Mobile TeleSystems Public Joint Stock Company is a subsidiary of Sistema Public Joint-Stock Financial Corporation.",USD,Communication Services,Telecommunication Services,Diversified Telecommunication Services,NYQ,New York Stock Exchange,Russia,,Moscow,109147,http://www.ir.mts.ru,Mid Cap,,,,,
Moelis & Company,"Moelis & Company operates as an investment banking advisory firm in the United States, Europe, and internationally. It offers advisory services in the areas of mergers and acquisitions, recapitalizations and restructurings, capital markets transactions, and other corporate finance matters. The company offers its services to public multinational corporations, middle market private companies, financial sponsors, entrepreneurs, and governments. It has strategic alliances with Sumitomo Mitsui Banking Corporation and SMBC Nikko Securities Inc.; and Alfaro, DÃ¡vila y Scherer, S.C. The company was founded in 2007 and is headquartered in New York, New York.",USD,Financials,Diversified Financials,Capital Markets,NYQ,New York Stock Exchange,United States,NY,New York,10022,http://www.moelis.com,Mid Cap,FR0000121014,,,,
McDonald's Corporation,"McDonald's Corporation operates and franchises McDonald's restaurants in the United States and internationally. Its restaurants offer various food products and beverages, as well as breakfast menu. As of December 31, 2020, the company operated 39,198 restaurants. McDonald's Corporation was founded in 1940 and is based in Chicago, Illinois.",USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NYQ,New York Stock Exchange,United States,IL,Chicago,60607,http://corporate.mcdonalds.com,Mega Cap,US5801351017,580135101,BBG000BNT1L9,BBG000BNSZP1,BBG001S5T110
McAfee Corp.,"McAfee Corp. provides various integrated security, privacy, and trust solutions to consumers, small and medium-sized businesses, large enterprises, and governments in the United States and internationally. The company operates in two segments, Consumer and Enterprise. Its security technologies enable home users and businesses to stay ahead of the wave of fileless attacks, viruses, malware, and other online threats. The company offers personal protection services that provide holistic digital protection of the individual and family wherever they go under the Total Protection and LiveSafe brands; and cybersecurity solution that protects against adversarial threats across cloud, on-premise, and hybrid environments, as well as endpoint devices. It also provides device security, privacy and safe Wi-Fi, online protection, and identity protection services; and MVISION Device, MVISION Cloud, and MVISION security services. McAfee orp. was founded in 2019 and is headquartered in San Jose, California.",USD,Information Technology,Software & Services,Software,NMS,NASDAQ Global Select,United States,CA,San Jose,95002,http://www.mcafee.com,Mid Cap,,,,,
Microchip Technology Incorporated,"Microchip Technology Incorporated develops, manufactures, and sells semiconductor products for various embedded control applications in the Americas, Europe, and Asia. The company offers general purpose and specialized 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded microprocessors; and microcontrollers for automotive, industrial, aerospace, office communication, and computing applications. It also provides development tools that enable system designers to program microcontroller products for specific applications; field-programmable gate array (FPGA) products; and analog, power, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers memory products consisting of serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and Smartbits one time programmable NVM technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, aerospace products. Microchip Technology Incorporated was founded in 1989 and is headquartered in Chandler, Arizona.",USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,NMS,NASDAQ Global Select,United States,AZ,Chandler,85224-6199,http://www.microchip.com,Large Cap,US5950171042,595017104,BBG000BHD1P5,BBG000BHCP19,BBG001S787B5
McKesson Corporation,"McKesson Corporation provides pharmaceuticals and medical supplies in the United States and internationally. It operates through four segments: U.S. Pharmaceutical, Prescription Technology Solutions, International, and Medical-Surgical Solutions. The U.S. Pharmaceutical segment distributes branded, generic, specialty, biosimilar, and over-the-counter pharmaceutical drugs and other healthcare-related products. This segment provides practice management, technology, clinical support, and business solutions to community-based oncology and other specialty practices; and solutions for life sciences companies, including offering multiple distribution channels and clinical trial access to specific patient populations through its network of oncology physicians. The segment also sells financial, operational and clinical solutions to pharmacies; and offers consulting, outsourcing, and other services. The Prescription Technology Solutions segment operates in the healthcare delivery system to connect pharmacies, providers, payers, and biopharma for next-generation patient access and adherence solutions. The International segment provides drug distribution services, specialty pharmacy, and retail and infusion care services. The Medical-Surgical Solutions segment distributes medical-surgical supplies and provides logistics and other services to healthcare providers. McKesson Corporation was founded in 1833 and is headquartered in Irving, Texas.",USD,Health Care,Health Care Equipment & Services,Health Care Providers & Services,NYQ,New York Stock Exchange,United States,TX,Irving,75039,http://www.mckesson.com,Large Cap,US58155Q1031,58155Q103,BBG000DYGRD9,BBG000DYGNW7,BBG001S8F8P8
Moody's Corporation,"Moody's Corporation operates as an integrated risk assessment firm worldwide. It operates in two segments, Moody's Investors Service and Moody's Analytics. The Moody's Investors Service segment publishes credit ratings and provides assessment services on various debt obligations, programs and facilities, and entities that issue such obligations, such as various corporate, financial institution, and governmental obligations; and structured finance securities. This segment provides ratings in approximately 140 countries. Its ratings are disseminated through press releases to the public through electronic media, including the internet and real-time information systems used by securities traders and investors. This segment has rated approximately 5,000 non-financial corporates; 3,600 financial institutions; 16,000 public finance issuers; 145 sovereigns; 47 supranational institutions; 459 sub-sovereigns; and 1,000 infrastructure and project finance issuers, as well as 9,100 structured finance deals. The Moody's Analytics segment develops a range of products and services that support the risk management activities of institutional participants in financial markets; and offers subscription based research, data, and analytical products comprising credit ratings, credit research, quantitative credit scores and other analytical tools, economic research and forecasts, business intelligence and company information products, commercial real estate data and analytical tools, and on-line and classroom-based training services, as well as credentialing and certification services. It also offers software solutions, as well as related risk management services; and offshore analytical and research services with learning solutions and certification programs. The company was formerly known as Dun and Bradstreet Company and changed its name to Moody's Corporation in September 2000. Moody's Corporation was founded in 1900 and is headquartered in New York, New York.",USD,Financials,Diversified Financials,Capital Markets,NYQ,New York Stock Exchange,United States,NY,New York,10007,http://www.moodys.com,Large Cap,,,,,
Mercury General Corporation,"Mercury General Corporation, together with its subsidiaries, engages in writing personal automobile insurance in the United States. It also writes homeowners, commercial automobile, commercial property, mechanical protection, and umbrella insurance. The company's automobile insurance products include collision, property damage, bodily injury, comprehensive, personal injury protection, underinsured and uninsured motorist, and other hazards; and homeowners' insurance products comprise dwelling, liability, personal property, fire, and other hazards. It sells its policies through a network of independent agents, insurance agencies, and direct channels in Arizona, California, Florida, Georgia, Illinois, Nevada, New Jersey, New York, Oklahoma, Texas, and Virginia. The company was founded in 1961 and is headquartered in Los Angeles, California.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,CA,Los Angeles,90010,http://www.mercuryinsurance.com,Mid Cap,US5894001008,589400100,BBG000F1C943,BBG000F1C7F5,BBG001S98VJ0
"MongoDB, Inc.","MongoDB, Inc. provides general purpose database platform worldwide. The company offers MongoDB Enterprise Advanced, a commercial database server for enterprise customers to run in the cloud, on-premise, or in a hybrid environment; MongoDB Atlas, a hosted multi-cloud database-as-a-service solution; and Community Server, a free-to-download version of its database, which includes the functionality that developers need to get started with MongoDB. It also provides professional services, such as consulting and training. The company was formerly known as 10gen, Inc. and changed its name to MongoDB, Inc. in August 2013. MongoDB, Inc. was incorporated in 2007 and is headquartered in New York, New York.",USD,Information Technology,Software & Services,Software,NMS,NASDAQ Global Select,United States,NY,New York,10019,http://www.mongodb.com,Large Cap,US60937P1066,60937P106,,,
"M.D.C. Holdings, Inc.","M.D.C. Holdings, Inc., through its subsidiaries, engages in the homebuilding and financial service businesses. Its homebuilding operations include purchasing finished lots or developing lots for the construction and sale primarily of single-family detached homes to first-time and first-time move-up homebuyers under the Richmond American Homes name. The company conducts its homebuilding operations in Arizona, California, Nevada, Washington, Oregon, Colorado, Utah, Virginia, Maryland, and Florida. Its financial services operations comprise originating mortgage loans primarily for homebuyers; providing insurance coverage primarily to its homebuilding subsidiaries and subcontractors for homes sold by its homebuilding subsidiaries, and for work performed in completed subdivisions; acting as a re-insurer on the claims; selling third-party personal property and casualty insurance products to homebuyers; and offering title agency services to homebuilding subsidiaries and customers in Colorado, Florida, Maryland, Nevada, and Virginia. M.D.C. Holdings, Inc. was founded in 1972 and is headquartered in Denver, Colorado.",USD,Industrials,Capital Goods,Construction & Engineering,NYQ,New York Stock Exchange,United States,CO,Denver,80237,http://www.mdcholdings.com,Mid Cap,GB00B8HX8Z88,,,,
"Madrigal Pharmaceuticals, Inc.","Madrigal Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapeutic candidates for the treatment of cardiovascular, metabolic, and liver diseases. Its lead product candidate is MGL-3196, a liver-directed selective thyroid hormone receptor-Ã agonist, which is in Phase III clinical trials for the treatment of non-alcoholic steatohepatitis. The company has research, development, and commercialization agreement with Hoffmann-La Roche. Madrigal Pharmaceuticals, Inc. is headquartered in West Conshohocken, Pennsylvania.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,NMS,NASDAQ Global Select,United States,PA,West Conshohocken,19428,http://www.madrigalpharma.com,Mid Cap,US5588681057,558868105,BBG000QS6VW9,BBG000QS6NV8,BBG001SNKQ42
"Medallia, Inc.","Medallia, Inc. provides an enterprise Software-as-a-Service platform in North America, Europe, the Middle East, Africa, and internationally. The company's platform utilizes deep learning-based artificial intelligence technology to analyze structured and unstructured data from signal fields in human, digital, and Internet of Things interactions. It offers suite of customer engagement products, such as engagement messaging, and CX profiles and journeys; contact center, including speech analytics, coaching and performance management, and quality assurance; digital products, consisting of digital experience and analytics; employee experience, comprising of employee pulse and journeys, employee ideation, and digital employee experience; and insights products, such as video and benchmarking. The company's product portfolio, comprises of Crowdicity that engages employees in sharing their ideas and observations about process, tools, and employee and customer experience enchancements in the context of existing workflows and collaboration tools; Decibel, a digital session recording and analysis platform; LivingLens, a video feedback platform; Stella Connect, a customer feedback and quality management platform that helps customer support teams analyze and improve performance in real time; Sense360, a consumer insights platform; Voci, a real-time speech to text platform; and Zingle, a multi-channel mobile messaging and customer engagement solution. In addition, it offers professional services, which include managed, implementation, and other services. The company serves retail, technology, manufacturing, financial services, insurance, and hospitality industries. Medallia, Inc. was founded in 2000 and is headquartered in San Francisco, California.",USD,Information Technology,Software & Services,Software,NYQ,New York Stock Exchange,United States,CA,San Francisco,94105,http://www.medallia.com,Mid Cap,,,,,
"Mondelez International, Inc.","Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products worldwide. It offers biscuits, including cookies, crackers, and salted snacks; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's snack brand portfolio includes Cadbury, Milka, and Toblerone chocolates; Oreo, belVita, and LU biscuits; Halls candies; and Trident gums and Tang powdered beverages. It serves supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food+ outlets through direct store delivery, company-owned and satellite warehouses, distribution centers, and other facilities, as well as through independent sales offices and agents, and e-commerce channels. The company was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. Mondelez International, Inc. was incorporated in 2000 and is based in Chicago, Illinois.",USD,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,NMS,NASDAQ Global Select,United States,IL,Chicago,60607,http://www.mondelezinternational.com,Large Cap,US6092071058,609207105,BBG000D4M6H0,BBG000D4LWF6,BBG001SHHZJ3
Medtronic plc,"Medtronic plc develops, manufactures, distributes, and sells device-based medical therapies to hospitals, physicians, clinicians, and patients worldwide. It operates through four segments: Cardiac and Vascular Group, Minimally Invasive Therapies Group, Restorative Therapies Group, and Diabetes Group. The Cardiac and Vascular Group segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; AF ablation products; insertable cardiac monitor systems; mechanical circulatory support; TYRX products; and remote monitoring and patient-centered software. It also provides aortic valves; percutaneous coronary intervention stents, surgical valve replacement and repair products, endovascular stent grafts, percutaneous angioplasty balloons, and products to treat superficial venous diseases in the lower extremities. The Minimally Invasive Therapies Group segment offers surgical products, including surgical stapling devices, vessel sealing instruments, wound closure, electrosurgery products, hernia mechanical devices, mesh implants, and gynecology products; electrosurgical hardware and instruments, and mesh fixation devices; and gastrointestinal, inhalation therapy, and renal care solutions. The Restorative Therapies Group segment offers products for spinal surgeons; neurosurgeons; neurologists; pain management specialists; anesthesiologists; orthopedic surgeons; urologists; colorectal surgeons; urogynecologists; interventional radiologists; ear, nose, and throat specialists; and systems that incorporate energy surgical instruments. It also provides image-guided surgery and intra-operative imaging systems and robotic guidance systems used in robot assisted spine procedures; and therapies for vasculature in and around the brain. The Diabetes Group segment offers insulin pumps and consumables, and continuous glucose monitoring systems. The company was founded in 1949 and is headquartered in Dublin, Ireland.",USD,Health Care,Health Care Equipment & Services,Health Care Technology,NYQ,New York Stock Exchange,Ireland,,Dublin,2,http://www.medtronic.com,Large Cap,IE00BTN1Y115,,BBG000BNWJ36,BBG000BNWG87,BBG001S5T2S9
"MDU Resources Group, Inc.","MDU Resources Group, Inc. engages in the regulated energy delivery, and construction materials and services businesses in the United States. The company's Electric segment generates, transmits, and distributes electricity for residential, commercial, industrial, and municipal customers in Montana, North Dakota, South Dakota, and Wyoming. Its Natural Gas Distribution segment distributes natural gas for residential, commercial, and industrial customers in Idaho, Minnesota, Montana, North Dakota, Oregon, South Dakota, Washington, and Wyoming; and offers supply related value-added services. The company's Pipeline segment provides natural gas transportation and underground storage services through a regulated pipeline system primarily in the Rocky Mountain and northern Great Plains regions; and cathodic protection and other energy-related services. Its Construction Materials and Contracting segment mines, processes, and sells construction aggregates; produces and sells asphalt mix; and supplies ready-mixed concrete. This segment is also involved in the sale of cement, liquid asphalt, finished concrete products, and other building materials and related contracting services. The company's Construction Services segment designs, constructs, and maintains electrical and communication wiring and infrastructure, fire suppression systems, and mechanical piping and services; and overhead and underground electrical distribution and transmission lines, substations, external lighting, traffic signalization, and gas pipelines, as well as engages in the utility excavation activities. This segment also manufactures and distributes transmission line construction equipment; and constructs and maintains renewable energy projects. It serves manufacturing, commercial, industrial, institutional, and government customers, as well as utilities. The company was founded in 1924 and is headquartered in Bismarck, North Dakota.",USD,Materials,Materials,Construction Materials,NYQ,New York Stock Exchange,United States,ND,Bismarck,58506-5650,http://www.mdu.com,Mid Cap,,,,,
"Medpace Holdings, Inc.","Medpace Holdings, Inc. provides clinical research-based drug and medical device development services in North America, Europe, and Asia. The company offers a suite of services supporting the clinical development process from Phase I to Phase IV in various therapeutic areas. It also provides clinical development services to the biotechnology, pharmaceutical, and medical device industries; and development plan design, coordinated central laboratory, project management, regulatory affairs, clinical monitoring, data management and analysis, pharmacovigilance new drug application submissions, and post-marketing clinical support services. The company also provides bio-analytical laboratory services, clinical human pharmacology, imaging services, and electrocardiography reading support for clinical trials. Medpace Holdings, Inc. was founded in 1992 and is based in Cincinnati, Ohio.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,NMS,NASDAQ Global Select,United States,OH,Cincinnati,45227,http://www.medpace.com,Large Cap,US58506Q1094,58506Q109,BBG00D6TMHS9,BBG0065B7K59,BBG0065B7K40
"MercadoLibre, Inc.","MercadoLibre, Inc. operates online commerce platforms in Latin America. It operates Mercado Libre Marketplace, an automated online commerce platform that enables businesses, merchants, and individuals to list merchandise and conduct sales and purchases online; and Mercado Pago FinTech, a financial technology solution platform, which facilitates transactions on and off its marketplaces by providing a mechanism that allows its users to send and receive payments online, as well as allows  users  to transfer money via their websites and mobile apps. The company also offers Mercado Fondo that allows users to invest funds deposited in their Mercado Pago accounts; and Mercado Credito that extends loans to certain merchants and consumers. In addition, it provides Mercado Envios logistics solution that enables sellers on its platform to utilize third-party carriers and other logistics service providers, as well as fulfillment and warehousing services for sellers. Further, the company provides Mercado Libre Classifieds, an online classified listing service, where users can list and purchase motor vehicles, real estate, and services. Additionally, it offers Mercado Ads, an advertising platform, which enables large retailers and brands to promote their products and services on the Internet. The company also provides Mercado Shops, an online storefronts solution, that enables users to set-up, manage, and promote their own Webstores. The company was incorporated in 1999 and is headquartered in Buenos Aires, Argentina.",USD,Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,NMS,NASDAQ Global Select,Argentina,,Buenos Aires,C1430EKG,http://www.mercadolibre.com,Large Cap,US58733R1023,58733R102,BBG000GQQT02,BBG000GQPB11,BBG001SM32G3
Methanex Corporation,"Methanex Corporation produces and supplies methanol in North America, the Asia Pacific, Europe, and South America. The company also purchases methanol produced by others under methanol offtake contracts and on the spot market. In addition, it owns and leases storage and terminal facilities. The company owns and manages a fleet of approximately 30 ocean-going vessels. It serves chemical and petrochemical producers. The company was incorporated in 1968 and is headquartered in Vancouver, Canada.",USD,Materials,Materials,Chemicals,NMS,NASDAQ Global Select,Canada,BC,Vancouver,V6C 3M1,http://www.methanex.com,Mid Cap,CA59151K1084,,BBG000C16WM2,BBG000C16MS8,BBG001S66Y93
"MetLife, Inc.","MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, the company offers personal lines of property and casualty insurance, including private passenger automobile, homeowners', and personal excess liability insurance. Further, it provides fixed and variable annuities, and pension products; accident and health products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; credit insurance products; and protection against long-term health care services. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,NY,New York,10166-0188,http://www.metlife.com,Large Cap,,,BBG000BB6MF1,BBG000BB6KF5,BBG001S5T3R8
"MetLife, Inc.","MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, the company offers personal lines of property and casualty insurance, including private passenger automobile, homeowners', and personal excess liability insurance. Further, it provides fixed and variable annuities, and pension products; accident and health products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; credit insurance products; and protection against long-term health care services. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,NY,New York,10166-0188,http://www.metlife.com,Large Cap,,,,,
"MetLife, Inc.","MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, the company offers personal lines of property and casualty insurance, including private passenger automobile, homeowners', and personal excess liability insurance. Further, it provides fixed and variable annuities, and pension products; accident and health products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; credit insurance products; and protection against long-term health care services. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,NY,New York,10166-0188,http://www.metlife.com,Large Cap,,,,,
"MetLife, Inc.","MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates through five segments: U.S.; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings. The company offers life, dental, group short-and long-term disability, individual disability, accidental death and dismemberment, vision, and accident and health coverages, as well as prepaid legal plans; administrative services-only arrangements to employers; and general and separate account, and synthetic guaranteed interest contracts, as well as private floating rate funding agreements. It also provides pension risk transfers, institutional income annuities, structured settlements, and capital markets investment products; and other products and services, such as life insurance products and funding agreements for funding postretirement benefits, as well as company, bank, or trust-owned life insurance used to finance nonqualified benefit programs for executives. In addition, the company offers personal lines of property and casualty insurance, including private passenger automobile, homeowners', and personal excess liability insurance. Further, it provides fixed and variable annuities, and pension products; accident and health products; regular savings products; whole and term life, endowments, universal and variable life, and group life products; credit insurance products; and protection against long-term health care services. MetLife, Inc. was founded in 1863 and is headquartered in New York, New York.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,NY,New York,10166-0188,http://www.metlife.com,Large Cap,,,,,
